,city,year,population
2142,Gharabad,2012,0
2143,Gharabad,2013,0
2144,Gharabad,2014,0
2145,Gharabad,2015,0
2146,Gharabad,2016,0
2147,Gharabad,2017,0
2148,Gharabad,2018,0
2149,Gharabad,2019,0
2150,Peque,1970,0
2151,Peque,1971,0
2152,Peque,1972,0
2153,Peque,1973,0
2154,Peque,1974,0
2155,Peque,1975,0
2156,Peque,1976,0
2157,Peque,1977,0
2158,Peque,1978,0
2159,Peque,1979,0
2160,Peque,1980,0
2161,Peque,1981,0
2162,Peque,1982,0
2163,Peque,1983,0
2164,Peque,1984,0
2165,Peque,1985,0
2166,Peque,1986,0
2167,Peque,1987,0
2168,Peque,1988,0
2169,Peque,1989,0
2170,Peque,1990,0
2171,Peque,1991,0
2172,Peque,1992,0
2173,Peque,1993,0
2174,Peque,1994,0
2175,Peque,1995,0
2176,Peque,1996,0
2177,Peque,1997,0
2178,Peque,1998,0
2179,Peque,1999,0
2180,Peque,2000,0
2181,Peque,2001,0
2182,Peque,2002,0
2183,Peque,2003,0
2184,Peque,2004,0
2185,Peque,2005,0
2186,Peque,2006,0
2187,Peque,2007,0
2188,Peque,2008,0
2189,Peque,2009,0
2190,Peque,2010,0
2191,Peque,2011,0
2192,Peque,2012,0
2193,Peque,2013,0
2194,Peque,2014,0
2195,Peque,2015,0
2196,Peque,2016,0
2197,Peque,2017,0
2198,Peque,2018,0
2199,Peque,2019,0
2200,Esteli district,1970,0
2201,Esteli district,1971,0
2202,Esteli district,1972,0
2203,Esteli district,1973,0
2204,Esteli district,1974,0
2205,Esteli district,1975,0
2206,Esteli district,1976,0
2207,Esteli district,1977,0
2208,Esteli district,1978,0
2209,Esteli district,1979,0
2210,Esteli district,1980,0
2211,Esteli district,1981,0
2212,Esteli district,1982,0
2213,Esteli district,1983,0
2214,Esteli district,1984,0
2215,Esteli district,1985,0
2216,Esteli district,1986,0
2217,Esteli district,1987,0
2218,Esteli district,1988,0
2219,Esteli district,1989,0
2220,Esteli district,1990,0
2221,Esteli district,1991,0
2222,Esteli district,1992,0
2223,Esteli district,1993,0
2224,Esteli district,1994,0
2225,Esteli district,1995,0
2226,Esteli district,1996,0
2227,Esteli district,1997,0
2228,Esteli district,1998,0
2229,Esteli district,1999,0
2230,Esteli district,2000,0
2231,Esteli district,2001,0
2232,Esteli district,2002,0
2233,Esteli district,2003,0
2234,Esteli district,2004,0
2235,Esteli district,2005,0
2236,Esteli district,2006,0
2237,Esteli district,2007,0
2238,Esteli district,2008,0
2239,Esteli district,2009,0
2240,Esteli district,2010,0
2241,Esteli district,2011,0
2242,Esteli district,2012,0
2243,Esteli district,2013,0
2244,Esteli district,2014,0
2245,Esteli district,2015,0
2246,Esteli district,2016,0
2247,Esteli district,2017,0
2248,Esteli district,2018,0
2249,Esteli district,2019,0
2250,Narita,1970,0
2251,Narita,1971,0
2252,Narita,1972,0
2253,Narita,1973,0
2254,Narita,1974,0
2255,Narita,1975,0
2256,Narita,1976,0
2257,Narita,1977,0
2258,Narita,1978,0
2259,Narita,1979,0
2260,Narita,1980,0
2261,Narita,1981,0
2262,Narita,1982,0
2263,Narita,1983,0
2264,Narita,1984,0
2265,Narita,1985,0
2266,Narita,1986,0
2267,Narita,1987,0
2268,Narita,1988,0
2269,Narita,1989,0
2270,Narita,1990,0
2271,Narita,1991,0
2272,Narita,1992,0
2273,Narita,1993,0
2274,Narita,1994,0
2275,Narita,1995,0
2276,Narita,1996,0
2277,Narita,1997,0
2278,Narita,1998,0
2279,Narita,1999,0
2280,Narita,2000,0
2281,Narita,2001,0
2282,Narita,2002,0
2283,Narita,2003,0
2284,Narita,2004,0
2285,Narita,2005,0
2286,Narita,2006,0
2287,Narita,2007,0
2288,Narita,2008,0
2289,Narita,2009,0
2290,Narita,2010,0
2291,Narita,2011,0
2292,Narita,2012,0
2293,Narita,2013,0
2294,Narita,2014,0
2295,Narita,2015,0
2296,Narita,2016,0
2297,Narita,2017,0
2298,Narita,2018,0
2299,Narita,2019,0
2300,Babri Banda,1970,0
2301,Babri Banda,1971,0
2302,Babri Banda,1972,0
2303,Babri Banda,1973,0
2304,Babri Banda,1974,0
2305,Babri Banda,1975,0
2306,Babri Banda,1976,0
2307,Babri Banda,1977,0
2308,Babri Banda,1978,0
2309,Babri Banda,1979,0
2310,Babri Banda,1980,0
2311,Babri Banda,1981,0
2312,Babri Banda,1982,0
2313,Babri Banda,1983,0
2314,Babri Banda,1984,0
2315,Babri Banda,1985,0
2316,Babri Banda,1986,0
2317,Babri Banda,1987,0
2318,Babri Banda,1988,0
2319,Babri Banda,1989,0
2320,Babri Banda,1990,0
2321,Babri Banda,1991,0
2322,Babri Banda,1992,0
2323,Babri Banda,1993,0
2324,Babri Banda,1994,0
2325,Babri Banda,1995,0
2326,Babri Banda,1996,0
2327,Babri Banda,1997,0
2328,Babri Banda,1998,0
2329,Babri Banda,1999,0
2330,Babri Banda,2000,0
2331,Babri Banda,2001,0
2332,Babri Banda,2002,0
2333,Babri Banda,2003,0
2334,Babri Banda,2004,0
2335,Babri Banda,2005,0
2336,Babri Banda,2006,0
2337,Babri Banda,2007,0
2338,Babri Banda,2008,0
2339,Babri Banda,2009,0
2340,Babri Banda,2010,0
2341,Babri Banda,2011,0
2342,Babri Banda,2012,0
2343,Babri Banda,2013,0
2344,Babri Banda,2014,0
2345,Babri Banda,2015,0
2346,Babri Banda,2016,0
2347,Babri Banda,2017,0
2348,Babri Banda,2018,0
2349,Babri Banda,2019,0
2350,Lower Dir district,1970,0
2351,Lower Dir district,1971,0
2352,Lower Dir district,1972,0
2353,Lower Dir district,1973,0
2354,Lower Dir district,1974,0
2355,Lower Dir district,1975,0
2356,Lower Dir district,1976,0
2357,Lower Dir district,1977,0
2358,Lower Dir district,1978,0
2359,Lower Dir district,1979,0
2360,Lower Dir district,1980,0
2361,Lower Dir district,1981,0
2362,Lower Dir district,1982,0
2363,Lower Dir district,1983,0
2364,Lower Dir district,1984,0
2365,Lower Dir district,1985,0
2366,Lower Dir district,1986,0
2367,Lower Dir district,1987,0
2368,Lower Dir district,1988,0
2369,Lower Dir district,1989,0
2370,Lower Dir district,1990,0
2371,Lower Dir district,1991,0
2372,Lower Dir district,1992,0
2373,Lower Dir district,1993,0
2374,Lower Dir district,1994,0
2375,Lower Dir district,1995,0
2376,Lower Dir district,1996,0
2377,Lower Dir district,1997,0
2378,Lower Dir district,1998,0
2379,Lower Dir district,1999,0
2380,Lower Dir district,2000,0
2381,Lower Dir district,2001,0
2382,Lower Dir district,2002,0
2383,Lower Dir district,2003,0
2384,Lower Dir district,2004,0
2385,Lower Dir district,2005,0
2386,Lower Dir district,2006,0
2387,Lower Dir district,2007,0
2388,Lower Dir district,2008,0
2389,Lower Dir district,2009,0
2390,Lower Dir district,2010,0
2391,Lower Dir district,2011,0
2392,Lower Dir district,2012,0
2393,Lower Dir district,2013,0
2394,Lower Dir district,2014,0
2395,Lower Dir district,2015,0
2396,Lower Dir district,2016,0
2397,Lower Dir district,2017,0
2398,Lower Dir district,2018,0
2399,Lower Dir district,2019,0
2400,Bandar Mahshahr,1970,0
2401,Bandar Mahshahr,1971,0
2402,Bandar Mahshahr,1972,0
2403,Bandar Mahshahr,1973,0
2404,Bandar Mahshahr,1974,0
2405,Bandar Mahshahr,1975,0
2406,Bandar Mahshahr,1976,0
2407,Bandar Mahshahr,1977,0
2408,Bandar Mahshahr,1978,0
2409,Bandar Mahshahr,1979,0
2410,Bandar Mahshahr,1980,0
2411,Bandar Mahshahr,1981,0
2412,Bandar Mahshahr,1982,0
2413,Bandar Mahshahr,1983,0
2414,Bandar Mahshahr,1984,0
2415,Bandar Mahshahr,1985,0
2416,Bandar Mahshahr,1986,0
2417,Bandar Mahshahr,1987,0
2418,Bandar Mahshahr,1988,0
2419,Bandar Mahshahr,1989,0
2420,Bandar Mahshahr,1990,0
2421,Bandar Mahshahr,1991,0
2422,Bandar Mahshahr,1992,0
2423,Bandar Mahshahr,1993,0
2424,Bandar Mahshahr,1994,0
2425,Bandar Mahshahr,1995,0
2426,Bandar Mahshahr,1996,0
2427,Bandar Mahshahr,1997,0
2428,Bandar Mahshahr,1998,0
2429,Bandar Mahshahr,1999,0
2430,Bandar Mahshahr,2000,0
2431,Bandar Mahshahr,2001,0
2432,Bandar Mahshahr,2002,0
2433,Bandar Mahshahr,2003,0
2434,Bandar Mahshahr,2004,0
2435,Bandar Mahshahr,2005,0
2436,Bandar Mahshahr,2006,0
2437,Bandar Mahshahr,2007,0
2438,Bandar Mahshahr,2008,0
2439,Bandar Mahshahr,2009,0
2440,Bandar Mahshahr,2010,0
2441,Bandar Mahshahr,2011,0
2442,Bandar Mahshahr,2012,0
2443,Bandar Mahshahr,2013,0
2444,Bandar Mahshahr,2014,0
2445,Bandar Mahshahr,2015,0
2446,Bandar Mahshahr,2016,0
2447,Bandar Mahshahr,2017,0
2448,Bandar Mahshahr,2018,0
2449,Bandar Mahshahr,2019,0
2450,Lumanag Lipa,1970,0
2451,Lumanag Lipa,1971,0
2452,Lumanag Lipa,1972,0
2453,Lumanag Lipa,1973,0
2454,Lumanag Lipa,1974,0
2455,Lumanag Lipa,1975,0
2456,Lumanag Lipa,1976,0
2457,Lumanag Lipa,1977,0
2458,Lumanag Lipa,1978,0
2459,Lumanag Lipa,1979,0
2460,Lumanag Lipa,1980,0
2461,Lumanag Lipa,1981,0
2462,Lumanag Lipa,1982,0
2463,Lumanag Lipa,1983,0
2464,Lumanag Lipa,1984,0
2465,Lumanag Lipa,1985,0
2466,Lumanag Lipa,1986,0
2467,Lumanag Lipa,1987,0
2468,Lumanag Lipa,1988,0
2469,Lumanag Lipa,1989,0
2470,Lumanag Lipa,1990,0
2471,Lumanag Lipa,1991,0
2472,Lumanag Lipa,1992,0
2473,Lumanag Lipa,1993,0
2474,Lumanag Lipa,1994,0
2475,Lumanag Lipa,1995,0
2476,Lumanag Lipa,1996,0
2477,Lumanag Lipa,1997,0
2478,Lumanag Lipa,1998,0
2479,Lumanag Lipa,1999,0
2480,Lumanag Lipa,2000,0
2481,Lumanag Lipa,2001,0
2482,Lumanag Lipa,2002,0
2483,Lumanag Lipa,2003,0
2484,Lumanag Lipa,2004,0
2485,Lumanag Lipa,2005,0
2486,Lumanag Lipa,2006,0
2487,Lumanag Lipa,2007,0
2488,Lumanag Lipa,2008,0
2489,Lumanag Lipa,2009,0
2490,Lumanag Lipa,2010,0
2491,Lumanag Lipa,2011,0
2492,Lumanag Lipa,2012,0
2493,Lumanag Lipa,2013,0
2494,Lumanag Lipa,2014,0
2495,Lumanag Lipa,2015,0
2496,Lumanag Lipa,2016,0
2497,Lumanag Lipa,2017,0
2498,Lumanag Lipa,2018,0
2499,Lumanag Lipa,2019,0
2500,Tirupattur,1970,0
2501,Tirupattur,1971,0
2502,Tirupattur,1972,0
2503,Tirupattur,1973,0
2504,Tirupattur,1974,0
2505,Tirupattur,1975,0
2506,Tirupattur,1976,0
2507,Tirupattur,1977,0
2508,Tirupattur,1978,0
2509,Tirupattur,1979,0
2510,Tirupattur,1980,0
2511,Tirupattur,1981,0
2512,Tirupattur,1982,0
2513,Tirupattur,1983,0
2514,Tirupattur,1984,0
2515,Tirupattur,1985,0
2516,Tirupattur,1986,0
2517,Tirupattur,1987,0
2518,Tirupattur,1988,0
2519,Tirupattur,1989,0
2520,Tirupattur,1990,0
2521,Tirupattur,1991,0
2522,Tirupattur,1992,0
2523,Tirupattur,1993,0
2524,Tirupattur,1994,0
2525,Tirupattur,1995,0
2526,Tirupattur,1996,0
2527,Tirupattur,1997,0
2528,Tirupattur,1998,0
2529,Tirupattur,1999,0
2530,Tirupattur,2000,0
2531,Tirupattur,2001,0
2532,Tirupattur,2002,0
2533,Tirupattur,2003,0
2534,Tirupattur,2004,0
2535,Tirupattur,2005,0
2536,Tirupattur,2006,0
2537,Tirupattur,2007,0
2538,Tirupattur,2008,0
2539,Tirupattur,2009,0
2540,Tirupattur,2010,0
2541,Tirupattur,2011,0
2542,Tirupattur,2012,0
2543,Tirupattur,2013,0
2544,Tirupattur,2014,0
2545,Tirupattur,2015,0
2546,Tirupattur,2016,0
2547,Tirupattur,2017,0
2548,Tirupattur,2018,0
2549,Tirupattur,2019,0
2550,Tamboura,1970,0
2551,Tamboura,1971,0
2552,Tamboura,1972,0
2553,Tamboura,1973,0
2554,Tamboura,1974,0
2555,Tamboura,1975,0
2556,Tamboura,1976,0
2557,Tamboura,1977,0
2558,Tamboura,1978,0
2559,Tamboura,1979,0
2560,Tamboura,1980,0
2561,Tamboura,1981,0
2562,Tamboura,1982,0
2563,Tamboura,1983,0
2564,Tamboura,1984,0
2565,Tamboura,1985,0
2566,Tamboura,1986,0
2567,Tamboura,1987,0
2568,Tamboura,1988,0
2569,Tamboura,1989,0
2570,Tamboura,1990,0
2571,Tamboura,1991,0
2572,Tamboura,1992,0
2573,Tamboura,1993,0
2574,Tamboura,1994,0
2575,Tamboura,1995,0
2576,Tamboura,1996,0
2577,Tamboura,1997,0
2578,Tamboura,1998,0
2579,Tamboura,1999,0
2580,Tamboura,2000,0
2581,Tamboura,2001,0
2582,Tamboura,2002,0
2583,Tamboura,2003,0
2584,Tamboura,2004,0
2585,Tamboura,2005,0
2586,Tamboura,2006,0
2587,Tamboura,2007,0
2588,Tamboura,2008,0
2589,Tamboura,2009,0
2590,Tamboura,2010,0
2591,Tamboura,2011,0
2592,Tamboura,2012,0
2593,Tamboura,2013,0
2594,Tamboura,2014,0
2595,Tamboura,2015,0
2596,Tamboura,2016,0
2597,Tamboura,2017,0
2598,Tamboura,2018,0
2599,Tamboura,2019,0
2600,Ain El Hadid,1970,0
2601,Ain El Hadid,1971,0
2602,Ain El Hadid,1972,0
2603,Ain El Hadid,1973,0
2604,Ain El Hadid,1974,0
2605,Ain El Hadid,1975,0
2606,Ain El Hadid,1976,0
2607,Ain El Hadid,1977,0
2608,Ain El Hadid,1978,0
2609,Ain El Hadid,1979,0
2610,Ain El Hadid,1980,0
2611,Ain El Hadid,1981,0
2612,Ain El Hadid,1982,0
2613,Ain El Hadid,1983,0
2614,Ain El Hadid,1984,0
2615,Ain El Hadid,1985,0
2616,Ain El Hadid,1986,0
2617,Ain El Hadid,1987,0
2618,Ain El Hadid,1988,0
2619,Ain El Hadid,1989,0
2620,Ain El Hadid,1990,0
2621,Ain El Hadid,1991,0
2622,Ain El Hadid,1992,0
2623,Ain El Hadid,1993,0
2624,Ain El Hadid,1994,0
2625,Ain El Hadid,1995,0
2626,Ain El Hadid,1996,0
2627,Ain El Hadid,1997,0
2628,Ain El Hadid,1998,0
2629,Ain El Hadid,1999,0
2630,Ain El Hadid,2000,0
2631,Ain El Hadid,2001,0
2632,Ain El Hadid,2002,0
2633,Ain El Hadid,2003,0
2634,Ain El Hadid,2004,0
2635,Ain El Hadid,2005,0
2636,Ain El Hadid,2006,0
2637,Ain El Hadid,2007,0
2638,Ain El Hadid,2008,0
2639,Ain El Hadid,2009,0
2640,Ain El Hadid,2010,0
2641,Ain El Hadid,2011,0
2642,Ain El Hadid,2012,0
2643,Ain El Hadid,2013,0
2644,Ain El Hadid,2014,0
2645,Ain El Hadid,2015,0
2646,Ain El Hadid,2016,0
2647,Ain El Hadid,2017,0
2648,Ain El Hadid,2018,0
2649,Ain El Hadid,2019,0
2650,Kalimpong,1970,0
2651,Kalimpong,1971,0
2652,Kalimpong,1972,0
2653,Kalimpong,1973,0
2654,Kalimpong,1974,0
2655,Kalimpong,1975,0
2656,Kalimpong,1976,0
2657,Kalimpong,1977,0
2658,Kalimpong,1978,0
2659,Kalimpong,1979,0
2660,Kalimpong,1980,0
2661,Kalimpong,1981,0
2662,Kalimpong,1982,0
2663,Kalimpong,1983,0
2664,Kalimpong,1984,0
2665,Kalimpong,1985,0
2666,Kalimpong,1986,0
2667,Kalimpong,1987,0
2668,Kalimpong,1988,0
2669,Kalimpong,1989,0
2670,Kalimpong,1990,0
2671,Kalimpong,1991,0
2672,Kalimpong,1992,0
2673,Kalimpong,1993,0
2674,Kalimpong,1994,0
2675,Kalimpong,1995,0
2676,Kalimpong,1996,0
2677,Kalimpong,1997,0
2678,Kalimpong,1998,0
2679,Kalimpong,1999,0
2680,Kalimpong,2000,0
2681,Kalimpong,2001,0
2682,Kalimpong,2002,0
2683,Kalimpong,2003,0
2684,Kalimpong,2004,0
2685,Kalimpong,2005,0
2686,Kalimpong,2006,0
2687,Kalimpong,2007,0
2688,Kalimpong,2008,0
2689,Kalimpong,2009,0
2690,Kalimpong,2010,0
2691,Kalimpong,2011,0
2692,Kalimpong,2012,0
2693,Kalimpong,2013,0
2694,Kalimpong,2014,0
2695,Kalimpong,2015,0
2696,Kalimpong,2016,0
2697,Kalimpong,2017,0
2698,Kalimpong,2018,0
2699,Kalimpong,2019,0
2700,Huchurucai,1970,0
2701,Huchurucai,1971,0
2702,Huchurucai,1972,0
2703,Huchurucai,1973,0
2704,Huchurucai,1974,0
2705,Huchurucai,1975,0
2706,Huchurucai,1976,0
2707,Huchurucai,1977,0
2708,Huchurucai,1978,0
2709,Huchurucai,1979,0
2710,Huchurucai,1980,0
2711,Huchurucai,1981,0
2712,Huchurucai,1982,0
2713,Huchurucai,1983,0
2714,Huchurucai,1984,0
2715,Huchurucai,1985,0
2716,Huchurucai,1986,0
2717,Huchurucai,1987,0
2718,Huchurucai,1988,0
2719,Huchurucai,1989,0
2720,Huchurucai,1990,0
2721,Huchurucai,1991,0
2722,Huchurucai,1992,0
2723,Huchurucai,1993,0
2724,Huchurucai,1994,0
2725,Huchurucai,1995,0
2726,Huchurucai,1996,0
2727,Huchurucai,1997,0
2728,Huchurucai,1998,0
2729,Huchurucai,1999,0
2730,Huchurucai,2000,0
2731,Huchurucai,2001,0
2732,Huchurucai,2002,0
2733,Huchurucai,2003,0
2734,Huchurucai,2004,0
2735,Huchurucai,2005,0
2736,Huchurucai,2006,0
2737,Huchurucai,2007,0
2738,Huchurucai,2008,0
2739,Huchurucai,2009,0
2740,Huchurucai,2010,0
2741,Huchurucai,2011,0
2742,Huchurucai,2012,0
2743,Huchurucai,2013,0
2744,Huchurucai,2014,0
2745,Huchurucai,2015,0
2746,Huchurucai,2016,0
2747,Huchurucai,2017,0
2748,Huchurucai,2018,0
2749,Huchurucai,2019,0
2750,Toya,1970,0
2751,Toya,1971,0
2752,Toya,1972,0
2753,Toya,1973,0
2754,Toya,1974,0
2755,Toya,1975,0
2756,Toya,1976,0
2757,Toya,1977,0
2758,Toya,1978,0
2759,Toya,1979,0
2760,Toya,1980,0
2761,Toya,1981,0
2762,Toya,1982,0
2763,Toya,1983,0
2764,Toya,1984,0
2765,Toya,1985,0
2766,Toya,1986,0
2767,Toya,1987,0
2768,Toya,1988,0
2769,Toya,1989,0
2770,Toya,1990,0
2771,Toya,1991,0
2772,Toya,1992,0
2773,Toya,1993,0
2774,Toya,1994,0
2775,Toya,1995,0
2776,Toya,1996,0
2777,Toya,1997,0
2778,Toya,1998,0
2779,Toya,1999,0
2780,Toya,2000,0
2781,Toya,2001,0
2782,Toya,2002,0
2783,Toya,2003,0
2784,Toya,2004,0
2785,Toya,2005,0
2786,Toya,2006,0
2787,Toya,2007,0
2788,Toya,2008,0
2789,Toya,2009,0
2790,Toya,2010,0
2791,Toya,2011,0
2792,Toya,2012,0
2793,Toya,2013,0
2794,Toya,2014,0
2795,Toya,2015,0
2796,Toya,2016,0
2797,Toya,2017,0
2798,Toya,2018,0
2799,Toya,2019,0
2800,La Riconada,1970,0
2801,La Riconada,1971,0
2802,La Riconada,1972,0
2803,La Riconada,1973,0
2804,La Riconada,1974,0
2805,La Riconada,1975,0
2806,La Riconada,1976,0
2807,La Riconada,1977,0
2808,La Riconada,1978,0
2809,La Riconada,1979,0
2810,La Riconada,1980,0
2811,La Riconada,1981,0
2812,La Riconada,1982,0
2813,La Riconada,1983,0
2814,La Riconada,1984,0
2815,La Riconada,1985,0
2816,La Riconada,1986,0
2817,La Riconada,1987,0
2818,La Riconada,1988,0
2819,La Riconada,1989,0
2820,La Riconada,1990,0
2821,La Riconada,1991,0
2822,La Riconada,1992,0
2823,La Riconada,1993,0
2824,La Riconada,1994,0
2825,La Riconada,1995,0
2826,La Riconada,1996,0
2827,La Riconada,1997,0
2828,La Riconada,1998,0
2829,La Riconada,1999,0
2830,La Riconada,2000,0
2831,La Riconada,2001,0
2832,La Riconada,2002,0
2833,La Riconada,2003,0
2834,La Riconada,2004,0
2835,La Riconada,2005,0
2836,La Riconada,2006,0
2837,La Riconada,2007,0
2838,La Riconada,2008,0
2839,La Riconada,2009,0
2840,La Riconada,2010,0
2841,La Riconada,2011,0
2842,La Riconada,2012,0
2843,La Riconada,2013,0
2844,La Riconada,2014,0
2845,La Riconada,2015,0
2846,La Riconada,2016,0
2847,La Riconada,2017,0
2848,La Riconada,2018,0
2849,La Riconada,2019,0
2850,Bulanit,1970,0
2851,Bulanit,1971,0
2852,Bulanit,1972,0
2853,Bulanit,1973,0
2854,Bulanit,1974,0
2855,Bulanit,1975,0
2856,Bulanit,1976,0
2857,Bulanit,1977,0
2858,Bulanit,1978,0
2859,Bulanit,1979,0
2860,Bulanit,1980,0
2861,Bulanit,1981,0
2862,Bulanit,1982,0
2863,Bulanit,1983,0
2864,Bulanit,1984,0
2865,Bulanit,1985,0
2866,Bulanit,1986,0
2867,Bulanit,1987,0
2868,Bulanit,1988,0
2869,Bulanit,1989,0
2870,Bulanit,1990,0
2871,Bulanit,1991,0
2872,Bulanit,1992,0
2873,Bulanit,1993,0
2874,Bulanit,1994,0
2875,Bulanit,1995,0
2876,Bulanit,1996,0
2877,Bulanit,1997,0
2878,Bulanit,1998,0
2879,Bulanit,1999,0
2880,Bulanit,2000,0
2881,Bulanit,2001,0
2882,Bulanit,2002,0
2883,Bulanit,2003,0
2884,Bulanit,2004,0
2885,Bulanit,2005,0
2886,Bulanit,2006,0
2887,Bulanit,2007,0
2888,Bulanit,2008,0
2889,Bulanit,2009,0
2890,Bulanit,2010,0
2891,Bulanit,2011,0
2892,Bulanit,2012,0
2893,Bulanit,2013,0
2894,Bulanit,2014,0
2895,Bulanit,2015,0
2896,Bulanit,2016,0
2897,Bulanit,2017,0
2898,Bulanit,2018,0
2899,Bulanit,2019,0
2900,Mavo,1970,0
2901,Mavo,1971,0
2902,Mavo,1972,0
2903,Mavo,1973,0
2904,Mavo,1974,0
2905,Mavo,1975,0
2906,Mavo,1976,0
2907,Mavo,1977,0
2908,Mavo,1978,0
2909,Mavo,1979,0
2910,Mavo,1980,0
2911,Mavo,1981,0
2912,Mavo,1982,0
2913,Mavo,1983,0
2914,Mavo,1984,0
2915,Mavo,1985,0
2916,Mavo,1986,0
2917,Mavo,1987,0
2918,Mavo,1988,0
2919,Mavo,1989,0
2920,Mavo,1990,0
2921,Mavo,1991,0
2922,Mavo,1992,0
2923,Mavo,1993,0
2924,Mavo,1994,0
2925,Mavo,1995,0
2926,Mavo,1996,0
2927,Mavo,1997,0
2928,Mavo,1998,0
2929,Mavo,1999,0
2930,Mavo,2000,0
2931,Mavo,2001,0
2932,Mavo,2002,0
2933,Mavo,2003,0
2934,Mavo,2004,0
2935,Mavo,2005,0
2936,Mavo,2006,0
2937,Mavo,2007,0
2938,Mavo,2008,0
2939,Mavo,2009,0
2940,Mavo,2010,0
2941,Mavo,2011,0
2942,Mavo,2012,0
2943,Mavo,2013,0
2944,Mavo,2014,0
2945,Mavo,2015,0
2946,Mavo,2016,0
2947,Mavo,2017,0
2948,Mavo,2018,0
2949,Mavo,2019,0
2950,Monastir,1970,0
2951,Monastir,1971,0
2952,Monastir,1972,0
2953,Monastir,1973,0
2954,Monastir,1974,0
2955,Monastir,1975,0
2956,Monastir,1976,0
2957,Monastir,1977,0
2958,Monastir,1978,0
2959,Monastir,1979,0
2960,Monastir,1980,0
2961,Monastir,1981,0
2962,Monastir,1982,0
2963,Monastir,1983,0
2964,Monastir,1984,0
2965,Monastir,1985,0
2966,Monastir,1986,0
2967,Monastir,1987,0
2968,Monastir,1988,0
2969,Monastir,1989,0
2970,Monastir,1990,0
2971,Monastir,1991,0
2972,Monastir,1992,0
2973,Monastir,1993,0
2974,Monastir,1994,0
2975,Monastir,1995,0
2976,Monastir,1996,0
2977,Monastir,1997,0
2978,Monastir,1998,0
2979,Monastir,1999,0
2980,Monastir,2000,0
2981,Monastir,2001,0
2982,Monastir,2002,0
2983,Monastir,2003,0
2984,Monastir,2004,0
2985,Monastir,2005,0
2986,Monastir,2006,0
2987,Monastir,2007,0
2988,Monastir,2008,0
2989,Monastir,2009,0
2990,Monastir,2010,0
2991,Monastir,2011,0
2992,Monastir,2012,0
2993,Monastir,2013,0
2994,Monastir,2014,0
2995,Monastir,2015,0
2996,Monastir,2016,0
2997,Monastir,2017,0
2998,Monastir,2018,0
2999,Monastir,2019,0
3000,Malang Karez,1970,0
3001,Malang Karez,1971,0
3002,Malang Karez,1972,0
3003,Malang Karez,1973,0
3004,Malang Karez,1974,0
3005,Malang Karez,1975,0
3006,Malang Karez,1976,0
3007,Malang Karez,1977,0
3008,Malang Karez,1978,0
3009,Malang Karez,1979,0
3010,Malang Karez,1980,0
3011,Malang Karez,1981,0
3012,Malang Karez,1982,0
3013,Malang Karez,1983,0
3014,Malang Karez,1984,0
3015,Malang Karez,1985,0
3016,Malang Karez,1986,0
3017,Malang Karez,1987,0
3018,Malang Karez,1988,0
3019,Malang Karez,1989,0
3020,Malang Karez,1990,0
3021,Malang Karez,1991,0
3022,Malang Karez,1992,0
3023,Malang Karez,1993,0
3024,Malang Karez,1994,0
3025,Malang Karez,1995,0
3026,Malang Karez,1996,0
3027,Malang Karez,1997,0
3028,Malang Karez,1998,0
3029,Malang Karez,1999,0
3030,Malang Karez,2000,0
3031,Malang Karez,2001,0
3032,Malang Karez,2002,0
3033,Malang Karez,2003,0
3034,Malang Karez,2004,0
3035,Malang Karez,2005,0
3036,Malang Karez,2006,0
3037,Malang Karez,2007,0
3038,Malang Karez,2008,0
3039,Malang Karez,2009,0
3040,Malang Karez,2010,0
3041,Malang Karez,2011,0
3042,Malang Karez,2012,0
3043,Malang Karez,2013,0
3044,Malang Karez,2014,0
3045,Malang Karez,2015,0
3046,Malang Karez,2016,0
3047,Malang Karez,2017,0
3048,Malang Karez,2018,0
3049,Malang Karez,2019,0
3050,Yandi,1970,0
3051,Yandi,1971,0
3052,Yandi,1972,0
3053,Yandi,1973,0
3054,Yandi,1974,0
3055,Yandi,1975,0
3056,Yandi,1976,0
3057,Yandi,1977,0
3058,Yandi,1978,0
3059,Yandi,1979,0
3060,Yandi,1980,0
3061,Yandi,1981,0
3062,Yandi,1982,0
3063,Yandi,1983,0
3064,Yandi,1984,0
3065,Yandi,1985,0
3066,Yandi,1986,0
3067,Yandi,1987,0
3068,Yandi,1988,0
3069,Yandi,1989,0
3070,Yandi,1990,0
3071,Yandi,1991,0
3072,Yandi,1992,0
3073,Yandi,1993,0
3074,Yandi,1994,0
3075,Yandi,1995,0
3076,Yandi,1996,0
3077,Yandi,1997,0
3078,Yandi,1998,0
3079,Yandi,1999,0
3080,Yandi,2000,0
3081,Yandi,2001,0
3082,Yandi,2002,0
3083,Yandi,2003,0
3084,Yandi,2004,0
3085,Yandi,2005,0
3086,Yandi,2006,0
3087,Yandi,2007,0
3088,Yandi,2008,0
3089,Yandi,2009,0
3090,Yandi,2010,0
3091,Yandi,2011,0
3092,Yandi,2012,0
3093,Yandi,2013,0
3094,Yandi,2014,0
3095,Yandi,2015,0
3096,Yandi,2016,0
3097,Yandi,2017,0
3098,Yandi,2018,0
3099,Yandi,2019,0
3100,Barkh Butan,1970,0
3101,Barkh Butan,1971,0
3102,Barkh Butan,1972,0
3103,Barkh Butan,1973,0
3104,Barkh Butan,1974,0
