,city,year,population
1260,Syedkhel,1980,0
1261,Syedkhel,1981,0
1262,Syedkhel,1982,0
1263,Syedkhel,1983,0
1264,Syedkhel,1984,0
1265,Syedkhel,1985,0
1266,Syedkhel,1986,0
1267,Syedkhel,1987,0
1268,Syedkhel,1988,0
1269,Syedkhel,1989,0
1270,Syedkhel,1990,0
1271,Syedkhel,1991,0
1272,Syedkhel,1992,0
1273,Syedkhel,1993,0
1274,Syedkhel,1994,0
1275,Syedkhel,1995,0
1276,Syedkhel,1996,0
1277,Syedkhel,1997,0
1278,Syedkhel,1998,0
1279,Syedkhel,1999,0
1280,Syedkhel,2000,0
1281,Syedkhel,2001,0
1282,Syedkhel,2002,0
1283,Syedkhel,2003,0
1284,Syedkhel,2004,0
1285,Syedkhel,2005,0
1286,Syedkhel,2006,0
1287,Syedkhel,2007,0
1288,Syedkhel,2008,0
1289,Syedkhel,2009,0
1290,Syedkhel,2010,0
1291,Syedkhel,2011,0
1292,Syedkhel,2012,0
1293,Syedkhel,2013,0
1294,Syedkhel,2014,0
1295,Syedkhel,2015,0
1296,Syedkhel,2016,0
1297,Syedkhel,2017,0
1298,Syedkhel,2018,0
1299,Syedkhel,2019,0
1300,Bakriyah,1970,0
1301,Bakriyah,1971,0
1302,Bakriyah,1972,0
1303,Bakriyah,1973,0
1304,Bakriyah,1974,0
1305,Bakriyah,1975,0
1306,Bakriyah,1976,0
1307,Bakriyah,1977,0
1308,Bakriyah,1978,0
1309,Bakriyah,1979,0
1310,Bakriyah,1980,0
1311,Bakriyah,1981,0
1312,Bakriyah,1982,0
1313,Bakriyah,1983,0
1314,Bakriyah,1984,0
1315,Bakriyah,1985,0
1316,Bakriyah,1986,0
1317,Bakriyah,1987,0
1318,Bakriyah,1988,0
1319,Bakriyah,1989,0
1320,Bakriyah,1990,0
1321,Bakriyah,1991,0
1322,Bakriyah,1992,0
1323,Bakriyah,1993,0
1324,Bakriyah,1994,0
1325,Bakriyah,1995,0
1326,Bakriyah,1996,0
1327,Bakriyah,1997,0
1328,Bakriyah,1998,0
1329,Bakriyah,1999,0
1330,Bakriyah,2000,0
1331,Bakriyah,2001,0
1332,Bakriyah,2002,0
1333,Bakriyah,2003,0
1334,Bakriyah,2004,0
1335,Bakriyah,2005,0
1336,Bakriyah,2006,0
1337,Bakriyah,2007,0
1338,Bakriyah,2008,0
1339,Bakriyah,2009,0
1340,Bakriyah,2010,0
1341,Bakriyah,2011,0
1342,Bakriyah,2012,0
1343,Bakriyah,2013,0
1344,Bakriyah,2014,0
1345,Bakriyah,2015,0
1346,Bakriyah,2016,0
1347,Bakriyah,2017,0
1348,Bakriyah,2018,0
1349,Bakriyah,2019,0
1350,Al-Murra Al-Kobra,1970,0
1351,Al-Murra Al-Kobra,1971,0
1352,Al-Murra Al-Kobra,1972,0
1353,Al-Murra Al-Kobra,1973,0
1354,Al-Murra Al-Kobra,1974,0
1355,Al-Murra Al-Kobra,1975,0
1356,Al-Murra Al-Kobra,1976,0
1357,Al-Murra Al-Kobra,1977,0
1358,Al-Murra Al-Kobra,1978,0
1359,Al-Murra Al-Kobra,1979,0
1360,Al-Murra Al-Kobra,1980,0
1361,Al-Murra Al-Kobra,1981,0
1362,Al-Murra Al-Kobra,1982,0
1363,Al-Murra Al-Kobra,1983,0
1364,Al-Murra Al-Kobra,1984,0
1365,Al-Murra Al-Kobra,1985,0
1366,Al-Murra Al-Kobra,1986,0
1367,Al-Murra Al-Kobra,1987,0
1368,Al-Murra Al-Kobra,1988,0
1369,Al-Murra Al-Kobra,1989,0
1370,Al-Murra Al-Kobra,1990,0
1371,Al-Murra Al-Kobra,1991,0
1372,Al-Murra Al-Kobra,1992,0
1373,Al-Murra Al-Kobra,1993,0
1374,Al-Murra Al-Kobra,1994,0
1375,Al-Murra Al-Kobra,1995,0
1376,Al-Murra Al-Kobra,1996,0
1377,Al-Murra Al-Kobra,1997,0
1378,Al-Murra Al-Kobra,1998,0
1379,Al-Murra Al-Kobra,1999,0
1380,Al-Murra Al-Kobra,2000,0
1381,Al-Murra Al-Kobra,2001,0
1382,Al-Murra Al-Kobra,2002,0
1383,Al-Murra Al-Kobra,2003,0
1384,Al-Murra Al-Kobra,2004,0
1385,Al-Murra Al-Kobra,2005,0
1386,Al-Murra Al-Kobra,2006,0
1387,Al-Murra Al-Kobra,2007,0
1388,Al-Murra Al-Kobra,2008,0
1389,Al-Murra Al-Kobra,2009,0
1390,Al-Murra Al-Kobra,2010,0
1391,Al-Murra Al-Kobra,2011,0
1392,Al-Murra Al-Kobra,2012,0
1393,Al-Murra Al-Kobra,2013,0
1394,Al-Murra Al-Kobra,2014,0
1395,Al-Murra Al-Kobra,2015,0
1396,Al-Murra Al-Kobra,2016,0
1397,Al-Murra Al-Kobra,2017,0
1398,Al-Murra Al-Kobra,2018,0
1399,Al-Murra Al-Kobra,2019,0
1400,Chattarpur,1970,0
1401,Chattarpur,1971,0
1402,Chattarpur,1972,0
1403,Chattarpur,1973,0
1404,Chattarpur,1974,0
1405,Chattarpur,1975,0
1406,Chattarpur,1976,0
1407,Chattarpur,1977,0
1408,Chattarpur,1978,0
1409,Chattarpur,1979,0
1410,Chattarpur,1980,0
1411,Chattarpur,1981,0
1412,Chattarpur,1982,0
1413,Chattarpur,1983,0
1414,Chattarpur,1984,0
1415,Chattarpur,1985,0
1416,Chattarpur,1986,0
1417,Chattarpur,1987,0
1418,Chattarpur,1988,0
1419,Chattarpur,1989,0
1420,Chattarpur,1990,0
1421,Chattarpur,1991,0
1422,Chattarpur,1992,0
1423,Chattarpur,1993,0
1424,Chattarpur,1994,0
1425,Chattarpur,1995,0
1426,Chattarpur,1996,0
1427,Chattarpur,1997,0
1428,Chattarpur,1998,0
1429,Chattarpur,1999,0
1430,Chattarpur,2000,0
1431,Chattarpur,2001,0
1432,Chattarpur,2002,0
1433,Chattarpur,2003,0
1434,Chattarpur,2004,0
1435,Chattarpur,2005,0
1436,Chattarpur,2006,0
1437,Chattarpur,2007,0
1438,Chattarpur,2008,0
1439,Chattarpur,2009,0
1440,Chattarpur,2010,0
1441,Chattarpur,2011,0
1442,Chattarpur,2012,0
1443,Chattarpur,2013,0
1444,Chattarpur,2014,0
1445,Chattarpur,2015,0
1446,Chattarpur,2016,0
1447,Chattarpur,2017,0
1448,Chattarpur,2018,0
1449,Chattarpur,2019,0
1450,Jakiri,1970,0
1451,Jakiri,1971,0
1452,Jakiri,1972,0
1453,Jakiri,1973,0
1454,Jakiri,1974,0
1455,Jakiri,1975,0
1456,Jakiri,1976,0
1457,Jakiri,1977,0
1458,Jakiri,1978,0
1459,Jakiri,1979,0
1460,Jakiri,1980,0
1461,Jakiri,1981,0
1462,Jakiri,1982,0
1463,Jakiri,1983,0
1464,Jakiri,1984,0
1465,Jakiri,1985,0
1466,Jakiri,1986,0
1467,Jakiri,1987,0
1468,Jakiri,1988,0
1469,Jakiri,1989,0
1470,Jakiri,1990,0
1471,Jakiri,1991,0
1472,Jakiri,1992,0
1473,Jakiri,1993,0
1474,Jakiri,1994,0
1475,Jakiri,1995,0
1476,Jakiri,1996,0
1477,Jakiri,1997,0
1478,Jakiri,1998,0
1479,Jakiri,1999,0
1480,Jakiri,2000,0
1481,Jakiri,2001,0
1482,Jakiri,2002,0
1483,Jakiri,2003,0
1484,Jakiri,2004,0
1485,Jakiri,2005,0
1486,Jakiri,2006,0
1487,Jakiri,2007,0
1488,Jakiri,2008,0
1489,Jakiri,2009,0
1490,Jakiri,2010,0
1491,Jakiri,2011,0
1492,Jakiri,2012,0
1493,Jakiri,2013,0
1494,Jakiri,2014,0
1495,Jakiri,2015,0
1496,Jakiri,2016,0
1497,Jakiri,2017,0
1498,Jakiri,2018,0
1499,Jakiri,2019,0
1500,Roubaix,1970,0
1501,Roubaix,1971,0
1502,Roubaix,1972,0
1503,Roubaix,1973,0
1504,Roubaix,1974,0
1505,Roubaix,1975,0
1506,Roubaix,1976,0
1507,Roubaix,1977,0
1508,Roubaix,1978,0
1509,Roubaix,1979,0
1510,Roubaix,1980,0
1511,Roubaix,1981,0
1512,Roubaix,1982,0
1513,Roubaix,1983,0
1514,Roubaix,1984,0
1515,Roubaix,1985,0
1516,Roubaix,1986,0
1517,Roubaix,1987,0
1518,Roubaix,1988,0
1519,Roubaix,1989,0
1520,Roubaix,1990,0
1521,Roubaix,1991,0
1522,Roubaix,1992,0
1523,Roubaix,1993,0
1524,Roubaix,1994,0
1525,Roubaix,1995,0
1526,Roubaix,1996,0
1527,Roubaix,1997,0
1528,Roubaix,1998,0
1529,Roubaix,1999,0
1530,Roubaix,2000,0
1531,Roubaix,2001,0
1532,Roubaix,2002,0
1533,Roubaix,2003,0
1534,Roubaix,2004,0
1535,Roubaix,2005,0
1536,Roubaix,2006,0
1537,Roubaix,2007,0
1538,Roubaix,2008,0
1539,Roubaix,2009,0
1540,Roubaix,2010,0
1541,Roubaix,2011,0
1542,Roubaix,2012,0
1543,Roubaix,2013,0
1544,Roubaix,2014,0
1545,Roubaix,2015,0
1546,Roubaix,2016,0
1547,Roubaix,2017,0
1548,Roubaix,2018,0
1549,Roubaix,2019,0
1550,Santiago de Compostela,1970,0
1551,Santiago de Compostela,1971,0
1552,Santiago de Compostela,1972,0
1553,Santiago de Compostela,1973,0
1554,Santiago de Compostela,1974,0
1555,Santiago de Compostela,1975,0
1556,Santiago de Compostela,1976,0
1557,Santiago de Compostela,1977,0
1558,Santiago de Compostela,1978,0
1559,Santiago de Compostela,1979,0
1560,Santiago de Compostela,1980,0
1561,Santiago de Compostela,1981,0
1562,Santiago de Compostela,1982,0
1563,Santiago de Compostela,1983,0
1564,Santiago de Compostela,1984,0
1565,Santiago de Compostela,1985,0
1566,Santiago de Compostela,1986,0
1567,Santiago de Compostela,1987,0
1568,Santiago de Compostela,1988,0
1569,Santiago de Compostela,1989,0
1570,Santiago de Compostela,1990,0
1571,Santiago de Compostela,1991,0
1572,Santiago de Compostela,1992,0
1573,Santiago de Compostela,1993,0
1574,Santiago de Compostela,1994,0
1575,Santiago de Compostela,1995,0
1576,Santiago de Compostela,1996,0
1577,Santiago de Compostela,1997,0
1578,Santiago de Compostela,1998,0
1579,Santiago de Compostela,1999,0
1580,Santiago de Compostela,2000,0
1581,Santiago de Compostela,2001,0
1582,Santiago de Compostela,2002,0
1583,Santiago de Compostela,2003,0
1584,Santiago de Compostela,2004,0
1585,Santiago de Compostela,2005,0
1586,Santiago de Compostela,2006,0
1587,Santiago de Compostela,2007,0
1588,Santiago de Compostela,2008,0
1589,Santiago de Compostela,2009,0
1590,Santiago de Compostela,2010,0
1591,Santiago de Compostela,2011,0
1592,Santiago de Compostela,2012,0
1593,Santiago de Compostela,2013,0
1594,Santiago de Compostela,2014,0
1595,Santiago de Compostela,2015,0
1596,Santiago de Compostela,2016,0
1597,Santiago de Compostela,2017,0
1598,Santiago de Compostela,2018,0
1599,Santiago de Compostela,2019,0
1600,Puerto Romero,1970,0
1601,Puerto Romero,1971,0
1602,Puerto Romero,1972,0
1603,Puerto Romero,1973,0
1604,Puerto Romero,1974,0
1605,Puerto Romero,1975,0
1606,Puerto Romero,1976,0
1607,Puerto Romero,1977,0
1608,Puerto Romero,1978,0
1609,Puerto Romero,1979,0
1610,Puerto Romero,1980,0
1611,Puerto Romero,1981,0
1612,Puerto Romero,1982,0
1613,Puerto Romero,1983,0
1614,Puerto Romero,1984,0
1615,Puerto Romero,1985,0
1616,Puerto Romero,1986,0
1617,Puerto Romero,1987,0
1618,Puerto Romero,1988,0
1619,Puerto Romero,1989,0
1620,Puerto Romero,1990,0
1621,Puerto Romero,1991,0
1622,Puerto Romero,1992,0
1623,Puerto Romero,1993,0
1624,Puerto Romero,1994,0
1625,Puerto Romero,1995,0
1626,Puerto Romero,1996,0
1627,Puerto Romero,1997,0
1628,Puerto Romero,1998,0
1629,Puerto Romero,1999,0
1630,Puerto Romero,2000,0
1631,Puerto Romero,2001,0
1632,Puerto Romero,2002,0
1633,Puerto Romero,2003,0
1634,Puerto Romero,2004,0
1635,Puerto Romero,2005,0
1636,Puerto Romero,2006,0
1637,Puerto Romero,2007,0
1638,Puerto Romero,2008,0
1639,Puerto Romero,2009,0
1640,Puerto Romero,2010,0
1641,Puerto Romero,2011,0
1642,Puerto Romero,2012,0
1643,Puerto Romero,2013,0
1644,Puerto Romero,2014,0
1645,Puerto Romero,2015,0
1646,Puerto Romero,2016,0
1647,Puerto Romero,2017,0
1648,Puerto Romero,2018,0
1649,Puerto Romero,2019,0
1650,Muhammedaga,1970,0
1651,Muhammedaga,1971,0
1652,Muhammedaga,1972,0
1653,Muhammedaga,1973,0
1654,Muhammedaga,1974,0
1655,Muhammedaga,1975,0
1656,Muhammedaga,1976,0
1657,Muhammedaga,1977,0
1658,Muhammedaga,1978,0
1659,Muhammedaga,1979,0
1660,Muhammedaga,1980,0
1661,Muhammedaga,1981,0
1662,Muhammedaga,1982,0
1663,Muhammedaga,1983,0
1664,Muhammedaga,1984,0
1665,Muhammedaga,1985,0
1666,Muhammedaga,1986,0
1667,Muhammedaga,1987,0
1668,Muhammedaga,1988,0
1669,Muhammedaga,1989,0
1670,Muhammedaga,1990,0
1671,Muhammedaga,1991,0
1672,Muhammedaga,1992,0
1673,Muhammedaga,1993,0
1674,Muhammedaga,1994,0
1675,Muhammedaga,1995,0
1676,Muhammedaga,1996,0
1677,Muhammedaga,1997,0
1678,Muhammedaga,1998,0
1679,Muhammedaga,1999,0
1680,Muhammedaga,2000,0
1681,Muhammedaga,2001,0
1682,Muhammedaga,2002,0
1683,Muhammedaga,2003,0
1684,Muhammedaga,2004,0
1685,Muhammedaga,2005,0
1686,Muhammedaga,2006,0
1687,Muhammedaga,2007,0
1688,Muhammedaga,2008,0
1689,Muhammedaga,2009,0
1690,Muhammedaga,2010,0
1691,Muhammedaga,2011,0
1692,Muhammedaga,2012,0
1693,Muhammedaga,2013,0
1694,Muhammedaga,2014,0
1695,Muhammedaga,2015,0
1696,Muhammedaga,2016,0
1697,Muhammedaga,2017,0
1698,Muhammedaga,2018,0
1699,Muhammedaga,2019,0
1700,Shahkhog,1970,0
1701,Shahkhog,1971,0
1702,Shahkhog,1972,0
1703,Shahkhog,1973,0
1704,Shahkhog,1974,0
1705,Shahkhog,1975,0
1706,Shahkhog,1976,0
1707,Shahkhog,1977,0
1708,Shahkhog,1978,0
1709,Shahkhog,1979,0
1710,Shahkhog,1980,0
1711,Shahkhog,1981,0
1712,Shahkhog,1982,0
1713,Shahkhog,1983,0
1714,Shahkhog,1984,0
1715,Shahkhog,1985,0
1716,Shahkhog,1986,0
1717,Shahkhog,1987,0
1718,Shahkhog,1988,0
1719,Shahkhog,1989,0
1720,Shahkhog,1990,0
1721,Shahkhog,1991,0
1722,Shahkhog,1992,0
1723,Shahkhog,1993,0
1724,Shahkhog,1994,0
1725,Shahkhog,1995,0
1726,Shahkhog,1996,0
1727,Shahkhog,1997,0
1728,Shahkhog,1998,0
1729,Shahkhog,1999,0
1730,Shahkhog,2000,0
1731,Shahkhog,2001,0
1732,Shahkhog,2002,0
1733,Shahkhog,2003,0
1734,Shahkhog,2004,0
1735,Shahkhog,2005,0
1736,Shahkhog,2006,0
1737,Shahkhog,2007,0
1738,Shahkhog,2008,0
1739,Shahkhog,2009,0
1740,Shahkhog,2010,0
1741,Shahkhog,2011,0
1742,Shahkhog,2012,0
1743,Shahkhog,2013,0
1744,Shahkhog,2014,0
1745,Shahkhog,2015,0
1746,Shahkhog,2016,0
1747,Shahkhog,2017,0
1748,Shahkhog,2018,0
1749,Shahkhog,2019,0
1750,El Candalero,1970,0
1751,El Candalero,1971,0
1752,El Candalero,1972,0
1753,El Candalero,1973,0
1754,El Candalero,1974,0
1755,El Candalero,1975,0
1756,El Candalero,1976,0
1757,El Candalero,1977,0
1758,El Candalero,1978,0
1759,El Candalero,1979,0
1760,El Candalero,1980,0
1761,El Candalero,1981,0
1762,El Candalero,1982,0
1763,El Candalero,1983,0
1764,El Candalero,1984,0
1765,El Candalero,1985,0
1766,El Candalero,1986,0
1767,El Candalero,1987,0
1768,El Candalero,1988,0
1769,El Candalero,1989,0
1770,El Candalero,1990,0
1771,El Candalero,1991,0
1772,El Candalero,1992,0
1773,El Candalero,1993,0
1774,El Candalero,1994,0
1775,El Candalero,1995,0
1776,El Candalero,1996,0
1777,El Candalero,1997,0
1778,El Candalero,1998,0
1779,El Candalero,1999,0
1780,El Candalero,2000,0
1781,El Candalero,2001,0
1782,El Candalero,2002,0
1783,El Candalero,2003,0
1784,El Candalero,2004,0
1785,El Candalero,2005,0
1786,El Candalero,2006,0
1787,El Candalero,2007,0
1788,El Candalero,2008,0
1789,El Candalero,2009,0
1790,El Candalero,2010,0
1791,El Candalero,2011,0
1792,El Candalero,2012,0
1793,El Candalero,2013,0
1794,El Candalero,2014,0
1795,El Candalero,2015,0
1796,El Candalero,2016,0
1797,El Candalero,2017,0
1798,El Candalero,2018,0
1799,El Candalero,2019,0
1800,Dalagdag,1970,0
1801,Dalagdag,1971,0
1802,Dalagdag,1972,0
1803,Dalagdag,1973,0
1804,Dalagdag,1974,0
1805,Dalagdag,1975,0
1806,Dalagdag,1976,0
1807,Dalagdag,1977,0
1808,Dalagdag,1978,0
1809,Dalagdag,1979,0
1810,Dalagdag,1980,0
1811,Dalagdag,1981,0
1812,Dalagdag,1982,0
1813,Dalagdag,1983,0
1814,Dalagdag,1984,0
1815,Dalagdag,1985,0
1816,Dalagdag,1986,0
1817,Dalagdag,1987,0
1818,Dalagdag,1988,0
1819,Dalagdag,1989,0
1820,Dalagdag,1990,0
1821,Dalagdag,1991,0
1822,Dalagdag,1992,0
1823,Dalagdag,1993,0
1824,Dalagdag,1994,0
1825,Dalagdag,1995,0
1826,Dalagdag,1996,0
1827,Dalagdag,1997,0
1828,Dalagdag,1998,0
1829,Dalagdag,1999,0
1830,Dalagdag,2000,0
1831,Dalagdag,2001,0
1832,Dalagdag,2002,0
1833,Dalagdag,2003,0
1834,Dalagdag,2004,0
1835,Dalagdag,2005,0
1836,Dalagdag,2006,0
1837,Dalagdag,2007,0
1838,Dalagdag,2008,0
1839,Dalagdag,2009,0
1840,Dalagdag,2010,0
1841,Dalagdag,2011,0
1842,Dalagdag,2012,0
1843,Dalagdag,2013,0
1844,Dalagdag,2014,0
1845,Dalagdag,2015,0
1846,Dalagdag,2016,0
1847,Dalagdag,2017,0
1848,Dalagdag,2018,0
1849,Dalagdag,2019,0
1850,Bau Chong Tako,1970,0
1851,Bau Chong Tako,1971,0
1852,Bau Chong Tako,1972,0
1853,Bau Chong Tako,1973,0
1854,Bau Chong Tako,1974,0
1855,Bau Chong Tako,1975,0
1856,Bau Chong Tako,1976,0
1857,Bau Chong Tako,1977,0
1858,Bau Chong Tako,1978,0
1859,Bau Chong Tako,1979,0
1860,Bau Chong Tako,1980,0
1861,Bau Chong Tako,1981,0
1862,Bau Chong Tako,1982,0
1863,Bau Chong Tako,1983,0
1864,Bau Chong Tako,1984,0
1865,Bau Chong Tako,1985,0
1866,Bau Chong Tako,1986,0
1867,Bau Chong Tako,1987,0
1868,Bau Chong Tako,1988,0
1869,Bau Chong Tako,1989,0
1870,Bau Chong Tako,1990,0
1871,Bau Chong Tako,1991,0
1872,Bau Chong Tako,1992,0
1873,Bau Chong Tako,1993,0
1874,Bau Chong Tako,1994,0
1875,Bau Chong Tako,1995,0
1876,Bau Chong Tako,1996,0
1877,Bau Chong Tako,1997,0
1878,Bau Chong Tako,1998,0
1879,Bau Chong Tako,1999,0
1880,Bau Chong Tako,2000,0
1881,Bau Chong Tako,2001,0
1882,Bau Chong Tako,2002,0
1883,Bau Chong Tako,2003,0
1884,Bau Chong Tako,2004,0
1885,Bau Chong Tako,2005,0
1886,Bau Chong Tako,2006,0
1887,Bau Chong Tako,2007,0
1888,Bau Chong Tako,2008,0
1889,Bau Chong Tako,2009,0
1890,Bau Chong Tako,2010,0
1891,Bau Chong Tako,2011,0
1892,Bau Chong Tako,2012,0
1893,Bau Chong Tako,2013,0
1894,Bau Chong Tako,2014,0
1895,Bau Chong Tako,2015,0
1896,Bau Chong Tako,2016,0
1897,Bau Chong Tako,2017,0
1898,Bau Chong Tako,2018,0
1899,Bau Chong Tako,2019,0
1900,Tarfiyah,1970,0
1901,Tarfiyah,1971,0
1902,Tarfiyah,1972,0
1903,Tarfiyah,1973,0
1904,Tarfiyah,1974,0
1905,Tarfiyah,1975,0
1906,Tarfiyah,1976,0
1907,Tarfiyah,1977,0
1908,Tarfiyah,1978,0
1909,Tarfiyah,1979,0
1910,Tarfiyah,1980,0
1911,Tarfiyah,1981,0
1912,Tarfiyah,1982,0
1913,Tarfiyah,1983,0
1914,Tarfiyah,1984,0
1915,Tarfiyah,1985,0
1916,Tarfiyah,1986,0
1917,Tarfiyah,1987,0
1918,Tarfiyah,1988,0
1919,Tarfiyah,1989,0
1920,Tarfiyah,1990,0
1921,Tarfiyah,1991,0
1922,Tarfiyah,1992,0
1923,Tarfiyah,1993,0
1924,Tarfiyah,1994,0
1925,Tarfiyah,1995,0
1926,Tarfiyah,1996,0
1927,Tarfiyah,1997,0
1928,Tarfiyah,1998,0
1929,Tarfiyah,1999,0
1930,Tarfiyah,2000,0
1931,Tarfiyah,2001,0
1932,Tarfiyah,2002,0
1933,Tarfiyah,2003,0
1934,Tarfiyah,2004,0
1935,Tarfiyah,2005,0
1936,Tarfiyah,2006,0
1937,Tarfiyah,2007,0
1938,Tarfiyah,2008,0
1939,Tarfiyah,2009,0
1940,Tarfiyah,2010,0
1941,Tarfiyah,2011,0
1942,Tarfiyah,2012,0
1943,Tarfiyah,2013,0
1944,Tarfiyah,2014,0
1945,Tarfiyah,2015,0
1946,Tarfiyah,2016,0
1947,Tarfiyah,2017,0
1948,Tarfiyah,2018,0
1949,Tarfiyah,2019,0
1950,Haouch Englise,1970,0
1951,Haouch Englise,1971,0
1952,Haouch Englise,1972,0
1953,Haouch Englise,1973,0
1954,Haouch Englise,1974,0
1955,Haouch Englise,1975,0
1956,Haouch Englise,1976,0
1957,Haouch Englise,1977,0
1958,Haouch Englise,1978,0
1959,Haouch Englise,1979,0
1960,Haouch Englise,1980,0
1961,Haouch Englise,1981,0
1962,Haouch Englise,1982,0
1963,Haouch Englise,1983,0
1964,Haouch Englise,1984,0
1965,Haouch Englise,1985,0
1966,Haouch Englise,1986,0
1967,Haouch Englise,1987,0
1968,Haouch Englise,1988,0
1969,Haouch Englise,1989,0
1970,Haouch Englise,1990,0
1971,Haouch Englise,1991,0
1972,Haouch Englise,1992,0
1973,Haouch Englise,1993,0
1974,Haouch Englise,1994,0
1975,Haouch Englise,1995,0
1976,Haouch Englise,1996,0
1977,Haouch Englise,1997,0
1978,Haouch Englise,1998,0
1979,Haouch Englise,1999,0
1980,Haouch Englise,2000,0
1981,Haouch Englise,2001,0
1982,Haouch Englise,2002,0
1983,Haouch Englise,2003,0
1984,Haouch Englise,2004,0
1985,Haouch Englise,2005,0
1986,Haouch Englise,2006,0
1987,Haouch Englise,2007,0
1988,Haouch Englise,2008,0
1989,Haouch Englise,2009,0
1990,Haouch Englise,2010,0
1991,Haouch Englise,2011,0
1992,Haouch Englise,2012,0
1993,Haouch Englise,2013,0
1994,Haouch Englise,2014,0
1995,Haouch Englise,2015,0
1996,Haouch Englise,2016,0
1997,Haouch Englise,2017,0
1998,Haouch Englise,2018,0
1999,Haouch Englise,2019,0
2000,Parray Mohalla,1970,0
2001,Parray Mohalla,1971,0
2002,Parray Mohalla,1972,0
2003,Parray Mohalla,1973,0
2004,Parray Mohalla,1974,0
2005,Parray Mohalla,1975,0
2006,Parray Mohalla,1976,0
2007,Parray Mohalla,1977,0
2008,Parray Mohalla,1978,0
2009,Parray Mohalla,1979,0
2010,Parray Mohalla,1980,0
2011,Parray Mohalla,1981,0
2012,Parray Mohalla,1982,0
2013,Parray Mohalla,1983,0
2014,Parray Mohalla,1984,0
2015,Parray Mohalla,1985,0
2016,Parray Mohalla,1986,0
2017,Parray Mohalla,1987,0
2018,Parray Mohalla,1988,0
2019,Parray Mohalla,1989,0
2020,Parray Mohalla,1990,0
2021,Parray Mohalla,1991,0
2022,Parray Mohalla,1992,0
2023,Parray Mohalla,1993,0
2024,Parray Mohalla,1994,0
2025,Parray Mohalla,1995,0
2026,Parray Mohalla,1996,0
2027,Parray Mohalla,1997,0
2028,Parray Mohalla,1998,0
2029,Parray Mohalla,1999,0
2030,Parray Mohalla,2000,0
2031,Parray Mohalla,2001,0
2032,Parray Mohalla,2002,0
2033,Parray Mohalla,2003,0
2034,Parray Mohalla,2004,0
2035,Parray Mohalla,2005,0
2036,Parray Mohalla,2006,0
2037,Parray Mohalla,2007,0
2038,Parray Mohalla,2008,0
2039,Parray Mohalla,2009,0
2040,Parray Mohalla,2010,0
2041,Parray Mohalla,2011,0
2042,Parray Mohalla,2012,0
2043,Parray Mohalla,2013,0
2044,Parray Mohalla,2014,0
2045,Parray Mohalla,2015,0
2046,Parray Mohalla,2016,0
2047,Parray Mohalla,2017,0
2048,Parray Mohalla,2018,0
2049,Parray Mohalla,2019,0
2050,Kondasawli,1970,0
2051,Kondasawli,1971,0
2052,Kondasawli,1972,0
2053,Kondasawli,1973,0
2054,Kondasawli,1974,0
2055,Kondasawli,1975,0
2056,Kondasawli,1976,0
2057,Kondasawli,1977,0
2058,Kondasawli,1978,0
2059,Kondasawli,1979,0
2060,Kondasawli,1980,0
2061,Kondasawli,1981,0
2062,Kondasawli,1982,0
2063,Kondasawli,1983,0
2064,Kondasawli,1984,0
2065,Kondasawli,1985,0
2066,Kondasawli,1986,0
2067,Kondasawli,1987,0
2068,Kondasawli,1988,0
2069,Kondasawli,1989,0
2070,Kondasawli,1990,0
2071,Kondasawli,1991,0
2072,Kondasawli,1992,0
2073,Kondasawli,1993,0
2074,Kondasawli,1994,0
2075,Kondasawli,1995,0
2076,Kondasawli,1996,0
2077,Kondasawli,1997,0
2078,Kondasawli,1998,0
2079,Kondasawli,1999,0
2080,Kondasawli,2000,0
2081,Kondasawli,2001,0
2082,Kondasawli,2002,0
2083,Kondasawli,2003,0
2084,Kondasawli,2004,0
2085,Kondasawli,2005,0
2086,Kondasawli,2006,0
2087,Kondasawli,2007,0
2088,Kondasawli,2008,0
2089,Kondasawli,2009,0
2090,Kondasawli,2010,0
2091,Kondasawli,2011,0
2092,Kondasawli,2012,0
2093,Kondasawli,2013,0
2094,Kondasawli,2014,0
2095,Kondasawli,2015,0
2096,Kondasawli,2016,0
2097,Kondasawli,2017,0
2098,Kondasawli,2018,0
2099,Kondasawli,2019,0
2100,Gharabad,1970,0
2101,Gharabad,1971,0
2102,Gharabad,1972,0
2103,Gharabad,1973,0
2104,Gharabad,1974,0
2105,Gharabad,1975,0
2106,Gharabad,1976,0
2107,Gharabad,1977,0
2108,Gharabad,1978,0
2109,Gharabad,1979,0
2110,Gharabad,1980,0
2111,Gharabad,1981,0
2112,Gharabad,1982,0
2113,Gharabad,1983,0
2114,Gharabad,1984,0
2115,Gharabad,1985,0
2116,Gharabad,1986,0
2117,Gharabad,1987,0
2118,Gharabad,1988,0
2119,Gharabad,1989,0
2120,Gharabad,1990,0
2121,Gharabad,1991,0
2122,Gharabad,1992,0
2123,Gharabad,1993,0
2124,Gharabad,1994,0
2125,Gharabad,1995,0
2126,Gharabad,1996,0
2127,Gharabad,1997,0
2128,Gharabad,1998,0
2129,Gharabad,1999,0
2130,Gharabad,2000,0
2131,Gharabad,2001,0
2132,Gharabad,2002,0
2133,Gharabad,2003,0
2134,Gharabad,2004,0
2135,Gharabad,2005,0
2136,Gharabad,2006,0
2137,Gharabad,2007,0
2138,Gharabad,2008,0
2139,Gharabad,2009,0
2140,Gharabad,2010,0
2141,Gharabad,2011,0
